user_id,name,age,country,email,gender,product,category,amount,payment_method,device,transaction_time,is_fraud
d70e6add-e878-4008-ac0a-f32f27f75642,Janniek Wolbers,51,Netherlands,janniek.wolbers@example.com,female,White Gold Plated Princess,jewelery,13.15,Netbanking,iPhone 13,2025-08-12 22:17:36,0
466ecfc5-be0b-452b-81ae-0d960f9f30fc,Simon Pedersen,78,Denmark,simon.pedersen@example.com,male,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,21.32,Debit Card,Macbook,2025-08-11 09:20:36,0
76484f0a-af64-49c0-9c20-2261187e6d7f,Silas Olsen,40,Denmark,silas.olsen@example.com,male,Opna Women's Short Sleeve Moisture,women's clothing,7.65,UPI,Windows PC,2025-07-16 08:34:36,0
d7520c95-35a2-41b0-8f5c-20ce53ff50f1,Harish Shukla,25,India,harish.shukla@example.com,male,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,28.05,Credit Card,Windows PC,2025-08-01 08:15:36,0
d4f8316f-6ad6-469f-9005-109e92e16be0,Biljana Cvejić,43,Serbia,biljana.cvejic@example.com,female,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,15.37,Netbanking,Android Samsung,2025-08-05 02:28:36,0
ed398fa6-266b-40fd-b780-07c36bd65bb6,Amoli Shenoy,66,India,amoli.shenoy@example.com,female,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,104.71,UPI,Macbook,2025-07-17 23:48:36,0
3fe3a73f-c974-4a88-beb7-b66aefdd45bd,Dobrovist Lucishin,65,Ukraine,dobrovist.lucishin@example.com,male,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,35.88,Credit Card,Macbook,2025-07-22 18:39:36,0
46f361ac-0b47-44e6-be8b-5a49f31f7633,Viivi Koivisto,70,Finland,viivi.koivisto@example.com,female,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,41.63,Credit Card,Unknown,2025-07-21 09:46:36,1
46f361ac-0b47-44e6-be8b-5a49f31f7633,Viivi Koivisto,70,Finland,viivi.koivisto@example.com,female,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,116.9,Netbanking,Unknown,2025-07-23 20:08:36,1
721b9ed1-dc88-4c7e-b0fd-cd63b67c0499,Arcelia Olivares,48,Mexico,arcelia.olivares@example.com,female,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,50.89,Netbanking,Android Samsung,2025-08-08 21:14:36,0
d66294ef-7239-4991-a6bc-4b949ff0d4f8,Polel Kobec,74,Ukraine,polel.kobec@example.com,male,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,164.02,Debit Card,Unknown,2025-08-02 15:09:36,1
561551e2-70ba-419f-9090-240d0ab58f55,William Larsen,64,Denmark,william.larsen@example.com,male,Solid Gold Petite Micropave ,jewelery,164.18,Netbanking,Macbook,2025-07-21 16:36:36,0
d6af3757-b02f-49a9-8b6c-7f79221a2d6d,Alex Renard,80,France,alex.renard@example.com,male,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,29.73,Credit Card,Windows PC,2025-07-20 17:51:36,0
88cd91d5-361c-4fdc-9d95-cc69f18171f5,Vorotislav Chayka Roman,58,Ukraine,vorotislav.chaykaroman@example.com,male,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,105.49,Credit Card,Windows PC,2025-07-23 00:50:36,0
ee4b2d1f-2eee-457a-b2fe-12116a1c23e7,Krin Matthews,73,Australia,krin.matthews@example.com,female,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,49.63,Netbanking,Unknown,2025-08-11 09:21:36,1
5dd791d7-4612-4242-b91d-69c58fa92480,Valerie Reid,48,United States,valerie.reid@example.com,female,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,82.11,Netbanking,Android Samsung,2025-08-10 07:30:36,0
732c6270-4dd3-4d14-817c-814ba355729f,Jerome Flores,31,United Kingdom,jerome.flores@example.com,male,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,152.91,Credit Card,Macbook,2025-08-02 19:39:36,0
588302ba-b7ab-48ef-8e3f-e7992e9ee44e,Wera Kowalewski,31,Germany,wera.kowalewski@example.com,female,Mens Casual Slim Fit,men's clothing,21.73,Unknown,iPhone 13,2025-08-11 08:36:36,1
02138c28-94a9-4c23-bad0-95d0b33b8468,Rubina Kamping,44,Netherlands,rubina.kamping@example.com,female,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,84.92,UPI,Unknown,2025-08-06 20:57:36,1
24ecefbd-9e36-43f5-980b-2f4416aa751b,Lucille Lane,31,Australia,lucille.lane@example.com,female,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,31.35,UPI,Macbook,2025-07-20 11:42:36,0
7b69ede2-273f-4a3b-81b0-60c621fad92e,Licínio Rodrigues,67,Brazil,licinio.rodrigues@example.com,male,White Gold Plated Princess,jewelery,10.26,Debit Card,Unknown,2025-07-21 12:30:36,1
43215082-b2fa-41fb-ab19-0f0b023400ff,Camille Barnaby,77,Canada,camille.barnaby@example.com,female,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,704.66,Debit Card,Windows PC,2025-07-31 15:33:36,1
e6c61cc3-0517-45c6-8bfb-4a32ec31db44,Tom Gerard,78,Switzerland,tom.gerard@example.com,male,White Gold Plated Princess,jewelery,9.53,Unknown,Macbook,2025-07-18 06:21:36,1
83b0881b-4b63-42ae-b7bf-2e5fa4275a18,Ljuba Simić,55,Serbia,ljuba.simic@example.com,male,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,131.01,Unknown,Macbook,2025-08-13 01:36:36,1
5dd791d7-4612-4242-b91d-69c58fa92480,Valerie Reid,48,United States,valerie.reid@example.com,female,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,42.01,Debit Card,Macbook,2025-08-03 04:33:36,0
52c53958-67e4-4088-9cf2-c0e7da803ca1,Hanna Armstrong,78,Ireland,hanna.armstrong@example.com,female,Mens Casual Slim Fit,men's clothing,20.21,UPI,Windows PC,2025-08-05 12:11:36,0
e249a813-fb5b-46eb-a6cc-68c60ae3df69,Luke Lane,67,Ireland,luke.lane@example.com,male,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,70.36,Debit Card,Unknown,2025-08-07 07:10:36,1
46f361ac-0b47-44e6-be8b-5a49f31f7633,Viivi Koivisto,70,Finland,viivi.koivisto@example.com,female,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,48.94,UPI,Android Samsung,2025-08-06 16:45:36,0
eff08300-37e1-4558-b7bc-0c59070ad861,Desirée Hoogenkamp,46,Netherlands,desiree.hoogenkamp@example.com,female,Opna Women's Short Sleeve Moisture,women's clothing,8.52,Credit Card,Unknown,2025-08-05 01:48:36,1
e873c84b-7931-4318-b2fc-0d284b13f245,Alan Mitchell,36,United States,alan.mitchell@example.com,male,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,13.85,Credit Card,Macbook,2025-08-01 06:44:36,0
acea8441-4370-4c07-878f-f08657d20b77,Clifford Patterson,46,United States,clifford.patterson@example.com,male,Opna Women's Short Sleeve Moisture,women's clothing,10.29,UPI,Android Samsung,2025-08-13 16:26:36,0
ec8e875f-6a26-4d80-8592-b3f7c3f3b4d3,Harvey Fleming,39,United Kingdom,harvey.fleming@example.com,male,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,26.83,Netbanking,Windows PC,2025-08-11 11:24:36,0
ee4b2d1f-2eee-457a-b2fe-12116a1c23e7,Krin Matthews,73,Australia,krin.matthews@example.com,female,Opna Women's Short Sleeve Moisture,women's clothing,11.53,Netbanking,Macbook,2025-07-20 13:55:36,0
88cd91d5-361c-4fdc-9d95-cc69f18171f5,Vorotislav Chayka Roman,58,Ukraine,vorotislav.chaykaroman@example.com,male,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,9.32,UPI,iPhone 13,2025-08-03 00:57:36,0
24866250-3012-4989-b60b-37a6b6a4c32a,Lewis Lee,75,United States,lewis.lee@example.com,male,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,14.51,Credit Card,Windows PC,2025-07-28 18:31:36,0
cd30ca58-2c46-4d5c-ba59-3f0aec08b3f3,Jessica Morrison,34,United States,jessica.morrison@example.com,female,Mens Casual Slim Fit,men's clothing,17.1,Unknown,Macbook,2025-08-07 08:18:36,1
14044d73-6c43-4d2d-b950-552fc0925b29,Vildan Kaplangı,48,Turkey,vildan.kaplangi@example.com,female,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,781.82,Debit Card,iPhone 13,2025-08-02 06:14:36,1
47174b7d-4867-44e0-b0c8-1e13bd26f009,Edgar Reid,75,United Kingdom,edgar.reid@example.com,male,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,636.91,Debit Card,Macbook,2025-07-29 16:13:36,1
d70e6add-e878-4008-ac0a-f32f27f75642,Janniek Wolbers,51,Netherlands,janniek.wolbers@example.com,female,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,15.19,Credit Card,Unknown,2025-07-18 10:25:36,1
b151b6e6-0736-47c1-8eca-3b859640df48,Abitha Banerjee,64,India,abitha.banerjee@example.com,female,Solid Gold Petite Micropave ,jewelery,205.69,Credit Card,Android Samsung,2025-07-27 01:11:36,0
550aa46e-cc64-4e43-8ff9-4af616960b66,Harvey Kluft,43,Netherlands,harvey.kluft@example.com,male,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,13.87,Netbanking,Unknown,2025-07-31 16:29:36,1
76de60d2-0c1c-45b3-980a-0de142ed3de6,Sharanya Jain,71,India,sharanya.jain@example.com,female,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,9.6,UPI,Unknown,2025-07-23 15:03:36,1
99284d6c-fa66-46f7-82c8-15857bdc16ec,Ruby Mckinney,61,United States,ruby.mckinney@example.com,female,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,132.08,Netbanking,Macbook,2025-08-13 23:08:36,0
9efad594-a9e9-44c0-bcd5-f9de1ef84290,Ludwig Noel,36,Switzerland,ludwig.noel@example.com,male,Mens Cotton Jacket,men's clothing,75.14,Netbanking,Unknown,2025-07-19 02:41:36,1
402a2bce-fed0-443a-a747-2f92d47d83a6,Kacper Bjerkvik,57,Norway,kacper.bjerkvik@example.com,male,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,651.96,Credit Card,Macbook,2025-08-05 23:55:36,1
52c53958-67e4-4088-9cf2-c0e7da803ca1,Hanna Armstrong,78,Ireland,hanna.armstrong@example.com,female,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,146.68,Netbanking,iPhone 13,2025-08-03 16:34:36,0
83fe8e80-f131-49fa-bf8e-9fa733ef775b,Tyler Wilson,53,New Zealand,tyler.wilson@example.com,male,White Gold Plated Princess,jewelery,9.65,Debit Card,Android Samsung,2025-07-20 01:09:36,0
9a5d90ed-4ac8-4fed-982c-07afe2e62306,Maya Murray,55,United Kingdom,maya.murray@example.com,female,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,779.48,Credit Card,Unknown,2025-07-25 03:18:36,1
4254148c-124d-4e1b-8ab9-0d194794faef,Alta Gracia Roque,30,Mexico,altagracia.roque@example.com,female,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,1068.85,Netbanking,Windows PC,2025-08-04 23:25:36,1
60b1885a-5f3c-469e-8a07-1f7b9cbe5e6b,Alfred Rodriquez,46,Australia,alfred.rodriquez@example.com,male,Opna Women's Short Sleeve Moisture,women's clothing,10.59,Unknown,Windows PC,2025-08-11 01:33:36,1
ca185a16-6869-47a4-9854-8065a164afbb,Maria Živković,70,Serbia,maria.zivkovic@example.com,female,Mens Cotton Jacket,men's clothing,69.48,Unknown,Windows PC,2025-07-24 04:53:36,1
a1f0bca2-8653-4d4e-afd3-185aa9c38070,Rhonda Stevens,71,Australia,rhonda.stevens@example.com,female,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,73.93,Unknown,iPhone 13,2025-08-03 14:07:36,1
ca185a16-6869-47a4-9854-8065a164afbb,Maria Živković,70,Serbia,maria.zivkovic@example.com,female,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,43.95,Credit Card,Unknown,2025-07-26 04:02:36,1
ec8e875f-6a26-4d80-8592-b3f7c3f3b4d3,Harvey Fleming,39,United Kingdom,harvey.fleming@example.com,male,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,14.0,Netbanking,Windows PC,2025-07-19 14:26:36,0
5f130c81-afdb-4c61-b1fb-8ba9d69e8368,Russel Pereira,46,Brazil,russel.pereira@example.com,male,White Gold Plated Princess,jewelery,14.45,Credit Card,Unknown,2025-08-13 11:32:36,1
12644049-9ceb-421a-969c-890698550e9b,Zenon Buck,42,Germany,zenon.buck@example.com,male,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,144.24,Netbanking,Unknown,2025-07-27 14:09:36,1
39c4f83a-2cce-49e7-9ca3-1e8d9ae5b0c3,Jenny Sanchez,69,Switzerland,jenny.sanchez@example.com,female,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,68.04,Credit Card,Windows PC,2025-08-08 08:11:36,0
967f5dec-9efe-4e43-8c3e-880f472a7fc4,Parth Prajapati,40,India,parth.prajapati@example.com,male,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,35.16,Debit Card,iPhone 13,2025-07-31 06:23:36,0
83b0881b-4b63-42ae-b7bf-2e5fa4275a18,Ljuba Simić,55,Serbia,ljuba.simic@example.com,male,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,122.9,Unknown,Windows PC,2025-08-01 16:32:36,1
7e2e0b14-b19c-427a-943c-7ce16c0fea75,Misha Beukers,53,Netherlands,misha.beukers@example.com,male,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,62.82,Debit Card,Unknown,2025-07-25 05:04:36,1
c38b61bd-f662-403c-ba34-29ee5de9f13e,مهدي سالاری,47,Iran,mhdy.slry@example.com,male,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,13.61,Netbanking,iPhone 13,2025-08-01 10:49:36,0
6048a5fe-6424-4079-b7d5-101d81466305,Rose-Marie Menard,57,Switzerland,rose-marie.menard@example.com,female,White Gold Plated Princess,jewelery,11.29,Netbanking,iPhone 13,2025-07-23 12:16:36,0
88cd91d5-361c-4fdc-9d95-cc69f18171f5,Vorotislav Chayka Roman,58,Ukraine,vorotislav.chaykaroman@example.com,male,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,11.65,Debit Card,Android Samsung,2025-08-09 02:13:36,0
6040292e-7a75-4f06-9878-69488d05bb9e,Linda Garcia,26,Australia,linda.garcia@example.com,female,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,131.45,Credit Card,Macbook,2025-07-26 07:45:36,0
a1f0bca2-8653-4d4e-afd3-185aa9c38070,Rhonda Stevens,71,Australia,rhonda.stevens@example.com,female,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,29.32,Debit Card,Android Samsung,2025-07-21 02:36:36,0
6040292e-7a75-4f06-9878-69488d05bb9e,Linda Garcia,26,Australia,linda.garcia@example.com,female,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,38.05,UPI,Windows PC,2025-07-27 07:39:36,0
d623b6d4-3155-43b8-8661-55c1a6ebac65,Elena Campos,48,Spain,elena.campos@example.com,female,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,143.74,Credit Card,Windows PC,2025-07-21 05:57:36,0
57ba20d7-6bf0-4397-8127-f89fed9c8799,Djoko Srećković,74,Serbia,djoko.sreckovic@example.com,male,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,9.22,Credit Card,Unknown,2025-07-15 19:34:36,1
e873c84b-7931-4318-b2fc-0d284b13f245,Alan Mitchell,36,United States,alan.mitchell@example.com,male,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,13.9,UPI,Android Samsung,2025-07-17 23:55:36,0
d66294ef-7239-4991-a6bc-4b949ff0d4f8,Polel Kobec,74,Ukraine,polel.kobec@example.com,male,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,13.64,Credit Card,Unknown,2025-08-09 04:51:36,1
7e2e0b14-b19c-427a-943c-7ce16c0fea75,Misha Beukers,53,Netherlands,misha.beukers@example.com,male,Mens Casual Slim Fit,men's clothing,23.26,UPI,Windows PC,2025-08-05 19:00:36,0
5f130c81-afdb-4c61-b1fb-8ba9d69e8368,Russel Pereira,46,Brazil,russel.pereira@example.com,male,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,117.63,Credit Card,Android Samsung,2025-07-22 17:25:36,0
6a86940f-f95b-4c1d-92da-4e1aab91a4d5,Elisandra Fogaça,47,Brazil,elisandra.fogaca@example.com,female,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,562.61,Debit Card,Unknown,2025-07-17 13:06:36,1
52c53958-67e4-4088-9cf2-c0e7da803ca1,Hanna Armstrong,78,Ireland,hanna.armstrong@example.com,female,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,20.86,Credit Card,Unknown,2025-07-26 06:31:36,1
e249a813-fb5b-46eb-a6cc-68c60ae3df69,Luke Lane,67,Ireland,luke.lane@example.com,male,Opna Women's Short Sleeve Moisture,women's clothing,8.22,Netbanking,Windows PC,2025-07-21 16:06:36,0
ef03364a-860b-4974-bfbc-528d1f55a6db,Earl Black,36,United States,earl.black@example.com,male,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,120.7,Debit Card,iPhone 13,2025-07-28 01:47:36,0
46f361ac-0b47-44e6-be8b-5a49f31f7633,Viivi Koivisto,70,Finland,viivi.koivisto@example.com,female,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,144.53,Netbanking,Android Samsung,2025-08-03 04:49:36,0
967f5dec-9efe-4e43-8c3e-880f472a7fc4,Parth Prajapati,40,India,parth.prajapati@example.com,male,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,34.42,Netbanking,Windows PC,2025-07-24 10:15:36,0
721b9ed1-dc88-4c7e-b0fd-cd63b67c0499,Arcelia Olivares,48,Mexico,arcelia.olivares@example.com,female,Solid Gold Petite Micropave ,jewelery,240.18,UPI,Unknown,2025-08-05 06:00:36,1
a1f0bca2-8653-4d4e-afd3-185aa9c38070,Rhonda Stevens,71,Australia,rhonda.stevens@example.com,female,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,992.95,Credit Card,Unknown,2025-07-16 13:43:36,1
52c53958-67e4-4088-9cf2-c0e7da803ca1,Hanna Armstrong,78,Ireland,hanna.armstrong@example.com,female,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,155.33,Netbanking,Unknown,2025-07-21 18:21:36,1
6d73bf78-95a8-4976-8be5-8d4e58b7ece2,Rufino Pineda,80,Mexico,rufino.pineda@example.com,male,Solid Gold Petite Micropave ,jewelery,250.86,Debit Card,Android Samsung,2025-07-25 15:08:36,0
621b80f7-bcb0-4653-8b1f-9e613d888b5c,David Döhring,40,Germany,david.dohring@example.com,male,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,797.32,UPI,Unknown,2025-08-04 22:13:36,1
57ba20d7-6bf0-4397-8127-f89fed9c8799,Djoko Srećković,74,Serbia,djoko.sreckovic@example.com,male,Mens Casual Slim Fit,men's clothing,23.0,UPI,Unknown,2025-07-27 14:34:36,1
db7f3bec-15e7-434c-bccc-5b515aa37f42,Pedro Gallardo,56,Spain,pedro.gallardo@example.com,male,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,11.45,Netbanking,Android Samsung,2025-07-23 08:41:36,0
9a5d90ed-4ac8-4fed-982c-07afe2e62306,Maya Murray,55,United Kingdom,maya.murray@example.com,female,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,1335.85,Credit Card,Unknown,2025-07-20 23:19:36,1
70d90acf-6ee1-4306-ab33-41bc5384a2d3,Hannah Pelletier,66,Canada,hannah.pelletier@example.com,female,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,42.2,Credit Card,Android Samsung,2025-08-14 04:25:36,0
52c53958-67e4-4088-9cf2-c0e7da803ca1,Hanna Armstrong,78,Ireland,hanna.armstrong@example.com,female,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,1347.26,Debit Card,Unknown,2025-07-25 19:29:36,1
d33db764-4b3d-40ad-921f-b59617bef17c,Ceylan Düşenkalkar,31,Turkey,ceylan.dusenkalkar@example.com,female,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,151.96,UPI,Unknown,2025-07-18 03:37:36,1
6fb19d99-9875-4bc5-b624-8733fe0d22af,Susanna Lüdecke,80,Germany,susanna.ludecke@example.com,female,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,12.9,Netbanking,Macbook,2025-08-12 07:33:36,0
2573264e-fb3f-4f47-aba8-53dbbc2700a9,Guneet Bharanya,53,India,guneet.bharanya@example.com,male,Mens Cotton Jacket,men's clothing,65.75,Unknown,iPhone 13,2025-07-16 02:35:36,1
502c1cc8-a9f4-4a00-aead-e0e4421ee524,Vitomir Cvetković,66,Serbia,vitomir.cvetkovic@example.com,male,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,112.79,UPI,Macbook,2025-08-02 13:06:36,0
70d90acf-6ee1-4306-ab33-41bc5384a2d3,Hannah Pelletier,66,Canada,hannah.pelletier@example.com,female,White Gold Plated Princess,jewelery,9.96,Netbanking,Windows PC,2025-08-01 21:31:36,0
ca185a16-6869-47a4-9854-8065a164afbb,Maria Živković,70,Serbia,maria.zivkovic@example.com,female,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,158.87,Unknown,Android Samsung,2025-08-09 23:47:36,1
aa56ad14-c915-41e5-a4e9-a12a7a3e813f,Sergio Villagómez,71,Mexico,sergio.villagomez@example.com,male,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,9.97,Netbanking,Android Samsung,2025-07-18 07:02:36,0
550aa46e-cc64-4e43-8ff9-4af616960b66,Harvey Kluft,43,Netherlands,harvey.kluft@example.com,male,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,11.94,Unknown,Unknown,2025-07-27 14:25:36,1
91b2c954-a2af-431f-85c5-df90a8e755b3,Enoque Lima,35,Brazil,enoque.lima@example.com,male,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,12.43,Credit Card,Windows PC,2025-08-01 09:09:36,0
e3eeaac1-c911-40af-bb0f-0a98fe20fe04,Luke Davies,48,New Zealand,luke.davies@example.com,male,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,13.92,Debit Card,Windows PC,2025-08-03 18:07:36,0
c3dcc94d-93bb-436b-9776-218e2f72d7fb,Molly Roberts,32,New Zealand,molly.roberts@example.com,female,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,151.53,Unknown,iPhone 13,2025-07-26 15:34:36,1
d623b6d4-3155-43b8-8661-55c1a6ebac65,Elena Campos,48,Spain,elena.campos@example.com,female,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,28.19,Netbanking,iPhone 13,2025-07-25 19:25:36,0
47174b7d-4867-44e0-b0c8-1e13bd26f009,Edgar Reid,75,United Kingdom,edgar.reid@example.com,male,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,147.32,Unknown,iPhone 13,2025-07-16 14:22:36,1
466ecfc5-be0b-452b-81ae-0d960f9f30fc,Simon Pedersen,78,Denmark,simon.pedersen@example.com,male,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,13.57,UPI,Android Samsung,2025-08-04 18:11:36,0
466ecfc5-be0b-452b-81ae-0d960f9f30fc,Simon Pedersen,78,Denmark,simon.pedersen@example.com,male,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,82.14,Netbanking,Unknown,2025-08-07 19:49:36,1
ee4b2d1f-2eee-457a-b2fe-12116a1c23e7,Krin Matthews,73,Australia,krin.matthews@example.com,female,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,155.1,UPI,Windows PC,2025-07-26 12:18:36,0
88cd91d5-361c-4fdc-9d95-cc69f18171f5,Vorotislav Chayka Roman,58,Ukraine,vorotislav.chaykaroman@example.com,male,Mens Cotton Jacket,men's clothing,50.55,Credit Card,Android Samsung,2025-08-11 17:31:36,0
99284d6c-fa66-46f7-82c8-15857bdc16ec,Ruby Mckinney,61,United States,ruby.mckinney@example.com,female,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,559.89,Netbanking,Unknown,2025-07-30 08:43:36,1
6d73bf78-95a8-4976-8be5-8d4e58b7ece2,Rufino Pineda,80,Mexico,rufino.pineda@example.com,male,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,86.87,Unknown,Windows PC,2025-07-20 05:02:36,1
604b372e-0de6-4acf-8f5b-720d12b2315c,Lærke Mortensen,59,Denmark,laerke.mortensen@example.com,female,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,130.83,UPI,Unknown,2025-08-04 13:51:36,1
9f56f441-9111-4d3f-a8f1-4a774ae810b8,Lila Renaud,79,France,lila.renaud@example.com,female,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,156.41,Credit Card,Macbook,2025-07-31 20:00:36,0
8cc70a82-ed9e-4f9a-93c3-5eea1131068d,Ben Skarstad,38,Norway,ben.skarstad@example.com,male,Opna Women's Short Sleeve Moisture,women's clothing,7.78,Debit Card,Android Samsung,2025-08-10 18:28:36,0
c38b61bd-f662-403c-ba34-29ee5de9f13e,مهدي سالاری,47,Iran,mhdy.slry@example.com,male,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,1124.51,Debit Card,Android Samsung,2025-07-19 10:12:36,1
76484f0a-af64-49c0-9c20-2261187e6d7f,Silas Olsen,40,Denmark,silas.olsen@example.com,male,Mens Casual Slim Fit,men's clothing,14.98,Debit Card,iPhone 13,2025-08-06 18:31:36,0
43215082-b2fa-41fb-ab19-0f0b023400ff,Camille Barnaby,77,Canada,camille.barnaby@example.com,female,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.89,Debit Card,Macbook,2025-07-17 01:26:36,0
50c496a8-e413-4ba7-ac57-048636c5428a,Shreya Pai,70,India,shreya.pai@example.com,female,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.45,Unknown,Windows PC,2025-08-11 03:19:36,1
50c496a8-e413-4ba7-ac57-048636c5428a,Shreya Pai,70,India,shreya.pai@example.com,female,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,668.05,Debit Card,Windows PC,2025-08-08 11:35:36,1
